ID,SCIENTIFIC NAME,LATITUDE,LONGITUDE,TIMESTAMP
A,Setophaga,13.52906087,-67.62648535,2013-11-18 16:15:00.000
A,Setophaga,14.09785058,-67.86204782,2013-11-19 04:16:00.000
A,Setophaga,14.77583042,-67.58333139,2013-11-19 16:15:00.000
A,Setophaga,15.42781826,-67.85653466,2013-11-20 04:17:00.000
A,Setophaga,11.45975806,-69.28703156,2013-11-20 16:22:00.000
A,Setophaga,12.66916232,-69.75561962,2013-11-21 04:24:00.000
A,Setophaga,17.76383476,-67.80428287,2013-11-21 16:17:00.000
A,Setophaga,16.40437743,-67.31682912,2013-11-22 04:15:00.000
A,Setophaga,12.15617796,-68.89731713,2013-11-22 16:21:00.000
A,Setophaga,11.81480127,-68.79224576,2013-11-23 04:21:00.000
A,Setophaga,13.0005686,-68.31940641,2013-11-23 16:19:00.000
A,Setophaga,14.09101202,-68.76342138,2013-11-24 04:21:00.000
A,Setophaga,12.46402323,-69.36465791,2013-11-24 16:24:00.000
A,Setophaga,11.56821419,-69.04236449,2013-11-25 04:23:00.000
A,Setophaga,11.95130729,-68.87350667,2013-11-25 16:22:00.000
A,Setophaga,12.60818034,-69.1507238,2013-11-26 04:23:00.000
A,Setophaga,12.21260521,-69.28370453,2013-11-26 16:24:00.000
A,Setophaga,12.00774191,-69.22406143,2013-11-27 04:24:00.000
A,Setophaga,17.61093167,-66.94962597,2013-11-27 16:15:00.000
A,Setophaga,17.33152486,-66.86479201,2013-11-28 04:15:00.000
A,Setophaga,11.76397266,-69.09200314,2013-11-28 16:24:00.000
A,Setophaga,11.4057186,-68.96751365,2013-11-29 04:24:00.000
A,Setophaga,16.96871758,-66.68051372,2013-11-29 16:15:00.000
A,Setophaga,16.86607078,-66.6647046,2013-11-30 04:15:00.000
A,Setophaga,9.348042524,-69.71205351,2013-11-30 16:27:00.000
A,Setophaga,9.415329343,-69.75241868,2013-12-01 04:27:00.000
A,Setophaga,10.52018807,-69.29184314,2013-12-01 16:26:00.000
A,Setophaga,11.09479278,-69.54085649,2013-12-02 04:27:00.000
A,Setophaga,13.39063187,-68.57853643,2013-12-02 16:23:00.000
A,Setophaga,12.51056356,-68.23077522,2013-12-03 04:22:00.000
A,Setophaga,11.95084003,-68.44687659,2013-12-03 16:23:00.000
A,Setophaga,11.96385923,-68.46752638,2013-12-04 04:24:00.000
A,Setophaga,10.32132157,-69.13596924,2013-12-04 16:26:00.000
A,Setophaga,11.14319951,-69.49058736,2013-12-05 04:28:00.000
A,Setophaga,13.95237767,-68.29242639,2013-12-05 16:23:00.000
A,Setophaga,13.20760595,-67.99147777,2013-12-06 04:22:00.000
A,Setophaga,12.95842223,-68.08273727,2013-12-06 16:23:00.000
A,Setophaga,12.33716744,-67.83220536,2013-12-07 04:22:00.000
A,Setophaga,11.81433777,-68.04184579,2013-12-07 16:23:00.000
A,Setophaga,12.4712485,-68.33416625,2013-12-08 04:25:00.000
A,Setophaga,14.35738542,-67.508433,2013-12-08 16:22:00.000
A,Setophaga,14.31196872,-67.50240918,2013-12-09 04:22:00.000
A,Setophaga,12.1887611,-68.40856357,2013-12-09 16:26:00.000
A,Setophaga,12.18218425,-68.41628889,2013-12-10 04:26:00.000
A,Setophaga,9.243846584,-69.66660223,2013-12-10 16:31:00.000
A,Setophaga,8.970179814,-69.55682654,2013-12-11 04:31:00.000
A,Setophaga,11.57480393,-68.43074252,2013-12-11 16:27:00.000
